commit_id,confidence_high,confidence_medium,confidence_low,severity_high,severity_medium,severity_low,unique_cwes
c8c9f9164fcff9da44db9af2e7a7df53c8cf434d,2,4,0,2,3,1,"94, 605, 502"
c96b010c02f15e8eeb0f71308c641179ac1f19bb,2,4,0,2,3,1,"94, 605, 502"
cea177b75f74fe4e8ce73cf33da2e7e38e658ba4,2,4,0,2,3,1,"94, 605, 502"
d289868d5047724216bf24bad24eada9693c15c2,2,2,0,1,2,1,"94, 605, 502"
d34c622bf42e2c619505a4884017051ecf61ac77,4,4,0,2,4,2,"94, 605, 502"
d3866812e6e99d424f7a96214f588669adf7e202,2,4,0,2,3,1,"94, 605, 502"
d4292a8fb2f795b9ebe265ffff2d38a5767ea349,2,2,0,1,2,1,"94, 605, 502"
d621bb4c4c06e696085d998a7a646d107b693ac0,2,4,0,2,3,1,"94, 605, 502"
d708bedc9f5c838fe95b3c8aa1e5ad749b67e21f,2,4,0,2,3,1,"94, 605, 502"
d7e6898c2dc10c58431b8bc47439ad9a5996c14a,2,4,0,2,3,1,"94, 605, 502"
d88f14c55ce719cfca0f7dc950f97f814ecff410,22,0,0,0,0,22,703
d8bce10d7fac8d94658ff67ee22932e4a4b207d3,22,0,0,0,2,20,"703, 22, 20"
da03f6ea24208939b5aed0c3eae705370970317a,4,4,0,2,4,2,"94, 605, 502"
db0e44d00b9362bf00481aa5af0dc4ea5fae312b,22,0,0,0,2,20,"703, 22, 20"
db60d96f903fb6337e1bcf653182378c6c09bb34,2,2,0,1,2,1,"94, 605, 502"
dc51a36eb3671e7df0e286f93180244922178a19,2,2,0,1,2,1,"94, 605, 502"
dc76b351c0ac5e567c0abf2750c9b4ec78b1d1fc,2,4,0,2,3,1,"94, 605, 502"
de07ebf69a6e7e1554c5eceed177b62394360cd5,2,2,0,1,2,1,"94, 605, 502"
df70b9e90bd8c421e558b33821a0d49f053f144f,22,0,0,0,0,22,703
df83b441a98d4b9a6c824738d30ccb44775fa51e,0,2,0,1,1,0,"94, 605"
df84e2cd8a225e0f3094bd8cb13172aa9b918f29,2,4,0,2,3,1,"94, 605, 502"
e310a80eb04689c5ec6c5abbc9e38aab63be0c90,2,4,0,2,3,1,"94, 605, 502"
e32f53c7712294b6d48bf48baf1bde18dca5e1b8,0,0,0,0,0,0,
e3d6192950181994e531b6b21e958c0d03be4fce,20,0,0,0,2,18,"703, 22, 20"
e4e18ec2682cfd890ef569d63d5cd52cde236bc3,2,4,0,2,3,1,"94, 605, 502"
e4f8a5b135b3bc5877850a7a85e177e95b67a310,2,4,0,2,3,1,"94, 605, 502"
e63798116974a50aedca12d9731d81b06445f4c8,22,0,0,0,0,22,703
e6e9ed5411e2ba606966817fe99ccd06ae0e096b,0,2,0,1,1,0,"94, 605"
e70f97e4a146e105228953a75f4919d10c6e0fff,4,4,0,2,4,2,"94, 605, 502"
